ZINC_ID,standard_smiles
ZINC_349,CCCOc1ccc(-c2ccccc2C(C)(C)N)cc1
ZINC_350,CCCOc1ccc(-c2cc(F)c3[nH]cnc3c2)cc1
ZINC_351,COCCOc1ccc(-c2cc(F)c3ncccc3c2)cc1
ZINC_352,CCCOc1ccc(-c2ccc(C(F)F)cn2)cc1
ZINC_353,COCCOc1ccc(-c2cccc(OC3CCC3)c2)cc1
ZINC_354,COCCOc1ccc(-c2ccccc2OC2CCC2)cc1
ZINC_355,COCCOc1ccc(-c2c(F)ccc3cccnc23)cc1
ZINC_356,COCCOc1ccc(-c2ccc(F)c3cnccc23)cc1
ZINC_357,COCCOc1ccc(-c2cc(F)cc3cccnc23)cc1
ZINC_358,COCCOc1ccc(-c2ccc(C)c3ncccc23)cc1
ZINC_359,COCCOc1ccc(-c2cccc(-c3ncco3)c2)cc1
ZINC_360,COCCOc1ccc(-c2cc(F)c(F)c(C)c2F)cc1
ZINC_361,COCCOc1ccc(-c2ccc3cccnc3c2C)cc1
ZINC_362,COCCOc1ccc(-c2ccccc2-c2ncco2)cc1
ZINC_363,COCCOc1ccc(-c2c(C)ccc3[nH]ccc23)cc1
ZINC_364,COCCOc1ccc(-c2cc(C)cc3[nH]ccc23)cc1
ZINC_365,COCCOc1ccc(-c2cc(C)cc3ncccc23)cc1
ZINC_366,COCCOc1ccc(-c2cccc(C3CC3)c2)cc1
ZINC_367,COCCOc1ccc(-c2c(C)ccc3cccnc23)cc1
ZINC_368,COCCOc1ccc(-c2cc(C)nc3ccccc23)cc1
ZINC_369,COc1cc(C)c(-c2cc(-c3ccccc3)ccn2)cn1
ZINC_370,COCCOc1ccc(-c2c(C)cc(OC)cc2C)cc1
ZINC_371,C=Cc1ccc(F)cc1-c1ccc(OCCOC)cc1
ZINC_372,COCCOc1ccc(-c2ccccc2-c2cnco2)cc1
ZINC_373,CCSc1ccc(-c2ccc(OCCOC)cc2)cc1
ZINC_374,COCCOc1ccc(-c2ccc3cc(C)[nH]c3c2)cc1
ZINC_375,COCCOc1ccc(-c2ccc3sc(C)nc3c2)cc1
ZINC_376,COCCOc1ccc(-c2ccc(C)c3cc[nH]c23)cc1
ZINC_377,COCCOc1ccc(-c2ccc(OC)c(C)c2C)cc1
ZINC_378,COCCOc1ccc(-c2ccccc2OC(C)C)cc1
ZINC_379,COCCOc1ccc(-c2cc3[nH]ccc3cc2C)cc1
ZINC_380,COCCOc1ccc(-c2ccc3nccc(C)c3c2)cc1
ZINC_381,COCCOc1ccc(-c2cccc3occc23)cc1
ZINC_382,COCCOc1ccc(-c2ccc(-c3cnco3)cc2)cc1
ZINC_383,COCCOc1ccc(-c2ccc(-c3ncco3)cc2)cc1
ZINC_384,C=Cc1ccc(-c2ccc(OCCOC)cc2)cc1
ZINC_385,COCCOc1ccc(-c2ccc3c(C)ccnc3c2)cc1
ZINC_386,COc1cc(C)c(-c2ccc(-c3ccccc3)cn2)cn1
ZINC_387,COCCOc1ccc(-c2ccc(F)c3ccoc23)cc1
ZINC_388,COCCOc1ccc(-c2ccc(C3CC3)cc2)cc1
ZINC_389,CCc1nc2cc(-c3ccc(OCCOC)cc3)ccc2o1
ZINC_390,COCCOc1ccc(-c2ccccc2C(C)(F)F)cc1
ZINC_391,COCCOc1ccc(-c2cccc(-c3cnco3)c2)cc1
ZINC_392,COCCOc1ccc(-c2ccc3c(C)c[nH]c3c2)cc1
ZINC_393,COCCOc1ccc(-c2cccc3[nH]cc(C)c23)cc1
ZINC_394,COCCOc1ccc(-c2cccc3c(C)c[nH]c23)cc1
ZINC_395,COCCOc1ccc(-c2cc3cccnc3cc2F)cc1
ZINC_396,COCCOc1ccc(-c2ccc3[nH]c(C)c(C)c3c2)cc1
ZINC_397,COCCOc1ccc(-c2ccc3ccoc3c2)cc1
ZINC_398,COCCOc1ccc(-c2ccc3ccc(C)nc3c2)cc1
ZINC_399,COCCOc1ccc(-c2ccnc3ccc(C)cc23)cc1
ZINC_400,COCCOc1ccc(-c2ccc(F)c3cccnc23)cc1
ZINC_401,COCCOc1ccc(-c2cccc3[nH]c(C)cc23)cc1
ZINC_402,COCCOc1ccc(-c2cccc3cc(F)cnc23)cc1
ZINC_403,COCCOc1ccc(-c2cc(C)cc3cccnc23)cc1
ZINC_404,COCCOc1ccc(-c2ccc(F)c3ncccc23)cc1
ZINC_405,CCCOc1ccc(-c2cnc(OC)c(C(F)F)c2)cc1
ZINC_406,CCCOc1ccc(-c2cc(OC)nc3[nH]ccc23)cc1
ZINC_407,CCCOc1ccc(-c2ccc(OC)cc2CN(C)C)cc1
ZINC_408,CCCOc1ccc(-c2ccc(OC)c(F)c2OC)cc1
ZINC_409,CCCOc1ccc(-c2cnc(C)nc2C(F)(F)F)cc1
ZINC_410,CCCOc1ccc(-c2ccc3[nH]cc(CN)c3c2)cc1
ZINC_411,CCCOc1ccc(-c2cc(OC)c(OC)cc2F)cc1
ZINC_412,CCCOc1ccc(-c2cnc3[nH]ncc3c2)cc1
ZINC_413,CCCOc1ccc(-c2cnc3c(OC)ccnc3c2)cc1
ZINC_414,CCCOc1ccc(-c2cnc(C(=O)OCC)cc2C)cc1
ZINC_415,CCCOc1ccc(-c2cnccc2/C=C/N(C)C)cc1
ZINC_416,COCCOc1ccc(-c2ccccc2C2CC2)cc1
ZINC_417,COCCOc1ccc(-c2cc3cccnc3cc2C)cc1
ZINC_418,COCCOc1ccc(-c2cc(F)cc(SC)c2)cc1
ZINC_419,COCCOc1ccc(-c2ccc3cc(F)cnc3c2)cc1
ZINC_420,COCCOc1ccc(-c2cc3cnccc3cc2F)cc1
ZINC_421,COCCOc1ccc(-c2c(C)cc(C)c(F)c2C)cc1
ZINC_422,COCCOc1ccc(-c2cnc3c(F)cccc3c2)cc1
ZINC_423,COCCOc1ccc(-c2ccc(F)c(C)c2C)cc1
ZINC_424,COCCOc1ccc(-c2cccc3nc(C)sc23)cc1
ZINC_425,COCCOc1ccc(-c2cncc3c(F)cccc23)cc1
ZINC_426,CCCOc1ccc(-c2ccc(=O)n(C3CCC3)c2)cc1
ZINC_427,COc1cc(C)c(-c2ncnc3sc(C(C)C)cc23)cn1
ZINC_428,CCCOc1ccc(-c2cccc(NC)c2C)cc1
ZINC_429,CCCOc1ccc(-c2ccc3c(nnn3CC)c2C)cc1
ZINC_430,COc1cc(C)c(-c2cc(C)c3cccc(C)c3n2)cn1
ZINC_431,CCCOc1ccc(-c2ccc([C@H]3CCC(=O)N3)cc2)cc1
ZINC_432,CCCOc1ccc(-c2ccc([C@@H]3CCC(=O)N3)cc2)cc1
ZINC_433,CCCOc1ccc(-c2ccc(F)c(OC)c2OC)cc1
ZINC_434,CCCOc1ccc(-c2cncc(COCC)c2)cc1
ZINC_435,CCCOc1ccc(-c2ccc3nccn3c2C)cc1
ZINC_436,CCCOc1ccc(-c2cnc(C(C)C)nc2)cc1
ZINC_437,COCCOc1ccc(-c2cc(F)cc(C(F)F)c2)cc1
ZINC_438,CCCOc1ccc(-c2ccc(F)c(OCOC)c2)cc1
ZINC_439,COCCOc1ccc(-c2cc3cc[nH]c3cc2C)cc1
ZINC_440,COCCOc1ccc(-c2ccc3cc[nH]c3c2C)cc1
ZINC_441,COCCOc1ccc(-c2cnc3cccc(F)c3c2)cc1
ZINC_442,CCCOc1ccc(-c2ccc(F)c(F)c2OC)cc1
ZINC_443,CCCOc1ccc(-c2cccc(C(C)C(=O)OC)c2)cc1
ZINC_444,CCCOc1ccc(-c2cccc(C(C)C(=O)OC)c2)cc1
ZINC_445,CCCOc1ccc(-c2cnc3[nH]c(C)nc3c2C)cc1
ZINC_446,CCCOc1ccc(-c2ccc(OC)cc2COC)cc1
ZINC_447,CCCOc1ccc(-c2cnccc2CN(CC)CC)cc1
ZINC_448,COCCOc1ccc(-c2cccc3c(C)cncc23)cc1
ZINC_449,COCCOc1ccc(-c2ccc(C(C)(C)C)nc2)cc1
ZINC_450,COCCOc1ccc(-c2cc(F)ccc2SC)cc1
ZINC_451,COCCOc1ccc(-c2cc(C)c3ncccc3c2)cc1
ZINC_452,COCCOc1ccc(-c2cccc(C(C)(C)C)n2)cc1
ZINC_453,COCCOc1ccc(-c2cncc3cc(F)ccc23)cc1
ZINC_454,CCc1cccc(C)c1-c1ccc(OCCOC)cc1
ZINC_455,COCCOc1ccc(-c2ccnc3c(F)cccc23)cc1
ZINC_456,COCCOc1ccc(-c2ccc3occ(C)c3c2)cc1
ZINC_457,COCCOc1ccc(-c2ccc(OC3CCC3)cc2)cc1
ZINC_458,COCCOc1ccc(-c2cccc(F)c2SC)cc1
ZINC_459,CCCOc1ccc(-c2ncc(F)c3[nH]ccc23)cc1
ZINC_460,CCCOc1ccc(-c2ccc3cc(S)[nH]c3c2)cc1
ZINC_461,CCCOc1ccc(-c2c(C)cnc3[nH]ccc23)cc1
ZINC_462,CCCOc1ccc(-c2ccc(C(OC)OC)cc2)cc1
ZINC_463,CCCOc1ccc(-c2cccc3c2NC(=O)N(C)C3)cc1
ZINC_464,CCCOc1ccc(-c2ccncc2SC)cc1
ZINC_465,COCCOc1ccc(-c2cccc3sc(C)nc23)cc1
ZINC_466,COCCOc1ccc(-c2ccc(SC)c(F)c2)cc1
ZINC_467,COCCOc1ccc(-c2ccc(SC)cc2F)cc1
ZINC_468,COCCOc1ccc(-c2ccnc(C(C)(C)C)c2)cc1
ZINC_469,COCCOc1ccc(-c2c(C)cc(N(C)C)cc2C)cc1
ZINC_470,COCCOc1ccc(-c2cc(C)c3cc[nH]c3c2)cc1
ZINC_471,COCCOc1ccc(-c2ccc(C)cc2SC)cc1
ZINC_472,COCCOc1ccc(-c2ccc(C)c3[nH]ccc23)cc1
ZINC_473,COCCOc1ccc(-c2cccc(SC)c2F)cc1
ZINC_474,C=Cc1cc(F)ccc1-c1ccc(OCCOC)cc1
ZINC_475,CCCOc1ccc(-c2c(C)cc(C)nc2C)cc1
ZINC_476,CCCOc1ccc(-c2ccc3c(c2)C(=O)NC3(C)C)cc1
ZINC_477,CCCOc1ccc(-c2cncc(-c3ncco3)c2)cc1
ZINC_478,CCCOc1ccc(-c2cccc3ncn(C)c23)cc1
ZINC_479,CCCOc1ccc(-c2cnc(F)c(OCC)c2)cc1
ZINC_480,COCCOc1ccc(-c2ccnc3c(C)cccc23)cc1
ZINC_481,COCCOc1ccc(-c2ccc(SC)cc2C)cc1
ZINC_482,COCCOc1ccc(-c2ccc3ncc(F)cc3c2)cc1
ZINC_483,COCCOc1ccc(-c2cccc(CSC)c2)cc1
ZINC_484,COCCOc1ccc(-c2ccc3[nH]c(C)cc3c2)cc1
ZINC_485,COCCOc1ccc(-c2nccc3cccc(F)c23)cc1
ZINC_486,COCCOc1ccc(-c2cc(OC)c3occc3c2)cc1
ZINC_487,COCCOc1ccc(-c2c(C)cc(F)c3[nH]ccc23)cc1
ZINC_488,COCCOc1ccc(-c2cc(C)ccc2SC)cc1
ZINC_489,CCOc1cc(-c2ccc(OCCOC)cc2)ccc1C
ZINC_490,CCOc1cc(C)ccc1-c1ccc(OCCOC)cc1
ZINC_491,COCCOc1ccc(-c2cc(C)c3[nH]ccc3c2)cc1
ZINC_492,COCCOc1ccc(-c2ccc3c(c2)C(C)(C)CO3)cc1
ZINC_493,COCCOc1ccc(-c2cc3ccncc3cc2F)cc1
ZINC_494,COCCOc1ccc(-c2cc(C)cc(C)c2OC)cc1
ZINC_495,COCCOc1ccc(-c2ccc(C)c(SC)c2)cc1
ZINC_496,COCCOc1ccc(-c2ccc(F)c(SC)c2)cc1
ZINC_497,COCCOc1ccc(-c2cnc3ccc(C)cc3c2)cc1
ZINC_498,COCCOc1ccc(-c2ccnc3cc(C)ccc23)cc1
ZINC_499,C=Cc1cc(F)cc(-c2ccc(OCCOC)cc2)c1
ZINC_500,COCCOc1ccc(-c2cc(C)c(C)cc2F)cc1
ZINC_501,Cc1cccc2ccc(-c3cnn(-c4ccccc4)c3)nc12
ZINC_502,COCCOc1ccc(-c2ccc3c(c2)c(C)cn3C)cc1
ZINC_503,CCn1ccc2cc(-c3ccc(OCCOC)cc3)ccc21
ZINC_504,COCCOc1ccc(-c2ccc3cnc(C)cc3c2)cc1
ZINC_505,CCOc1ccc(C)c(-c2ccc(OCCOC)cc2)c1
ZINC_506,COCCOc1ccc(-c2ccc3cc(C)cnc3c2)cc1
ZINC_507,c1ccc(-n2cc(-c3ccc4ccccc4n3)cn2)cc1
ZINC_508,COCCOc1ccc(-c2cccc3c2cc(C)n3C)cc1
ZINC_509,COCCOc1ccc(-c2cc(F)c3occc3c2)cc1
ZINC_510,COCCOc1ccc(-c2cc(C)c(C)cc2OC)cc1
ZINC_511,COCCOc1ccc(-c2ccc(SC)c(C)c2)cc1
ZINC_512,Cc1ccc2nc(-c3cnn(-c4ccccc4)c3)ccc2c1
ZINC_513,COCCOc1ccc(-c2c(C)ncc3ccccc23)cc1
ZINC_514,COCCOc1ccc(-c2ccc3cc(N)ccc3c2)cc1
ZINC_515,COCCOc1ccc(-c2cnc(C)c3ccccc23)cc1
ZINC_516,c1ccc(-n2cc(-c3nccc4sccc34)cn2)cc1
ZINC_517,Cc1c[nH]c2ccc(-c3cnn(-c4ccccc4)c3)cc12
ZINC_518,c1ccc(-n2cc(-c3cccc(-c4ncco4)c3)cn2)cc1
ZINC_519,Cc1cncc2cccc(-c3cnn(-c4ccccc4)c3)c12
ZINC_520,COc1ccc(-c2cnn(-c3ccccc3)c2)c2[nH]ccc12
ZINC_521,CC(C)Oc1ccc(F)cc1-c1cnn(-c2ccccc2)c1
ZINC_522,FC(F)Oc1ccccc1-c1cnn(-c2ccccc2)c1
ZINC_523,FC(F)Oc1ccc(-c2cnn(-c3ccccc3)c2)cc1
ZINC_524,Fc1c(-c2cnn(-c3ccccc3)c2)ccc2[nH]ccc12
ZINC_525,CC(C)Oc1ccc(-c2cnn(-c3ccccc3)c2)cc1F
ZINC_526,c1ccc(-n2cc(-c3ccc4ncsc4c3)cn2)cc1
ZINC_527,Cc1ccc2[nH]ccc2c1-c1cnn(-c2ccccc2)c1
ZINC_528,CC(C)Oc1ccc(-c2cnn(-c3ccccc3)c2)cc1
ZINC_529,Cc1ccc2cc(-c3cnn(-c4ccccc4)c3)ccc2n1
ZINC_530,CC(C)(F)c1ccnc(-c2cnn(-c3ccccc3)c2)c1
ZINC_531,Fc1cc(-c2cnn(-c3ccccc3)c2)c(F)c(F)c1F
ZINC_532,c1ccc(-n2cc(-c3ccc(-c4ccno4)cc3)cn2)cc1
ZINC_533,c1ccc(-n2cc(-c3cccc4cnccc34)cn2)cc1
ZINC_534,c1ccc(-n2cc(-c3cccc4ncccc34)cn2)cc1
ZINC_535,c1ccc(-n2cc(-c3cccc(-c4cnco4)c3)cn2)cc1
ZINC_536,c1ccc(-n2cc(-c3ccc4ccncc4c3)cn2)cc1
ZINC_537,c1ccc(-n2cc(-c3cccc4ccoc34)cn2)cc1
ZINC_538,Fc1cc2ncccc2cc1-c1cnn(-c2ccccc2)c1
ZINC_539,Fc1cc(-c2cnn(-c3ccccc3)c2)cc2cc[nH]c12
ZINC_540,FC(F)c1cccc(-c2cnn(-c3ccccc3)c2)c1
ZINC_541,Fc1ccc(-c2cnn(-c3ccccc3)c2)c2occc12
ZINC_542,Cc1cc(-c2cnn(-c3ccccc3)c2)c(F)cc1F
ZINC_543,c1ccc(-n2cc(-c3cncc4ccccc34)cn2)cc1
ZINC_544,FC(F)c1ccccc1-c1cnn(-c2ccccc2)c1
ZINC_545,Cc1cc(F)cc(C)c1-c1cnn(-c2ccccc2)c1
ZINC_546,Fc1ccc2cc(-c3cnn(-c4ccccc4)c3)cnc2c1
ZINC_547,Fc1ccc(-c2cnn(-c3ccccc3)c2)c2[nH]ccc12
ZINC_548,c1ccc(-n2cc(-c3cccc4ccncc34)cn2)cc1
ZINC_549,FCc1ccc(-c2cnn(-c3ccccc3)c2)cc1
ZINC_550,Cc1ccc2cncc(-c3cnn(-c4ccccc4)c3)c2c1
ZINC_551,CSc1ccccc1-c1cnn(-c2ccccc2)c1
ZINC_552,c1ccc(-n2cc(-c3ccc4cccnc4c3)cn2)cc1
ZINC_553,c1ccc(-n2cc(-c3cccc(OC4CC4)c3)cn2)cc1
ZINC_554,COc1cc(C)c(-c2cnn(-c3ccccc3)c2)c(C)c1
ZINC_555,Fc1cc(-c2cnn(-c3ccccc3)c2)cc2cccnc12
ZINC_556,c1ccc(-n2cc(-c3ccccc3-c3ncco3)cn2)cc1
ZINC_557,Cc1cc(C)c(-c2cnn(-c3ccccc3)c2)c(C)c1
ZINC_558,CC(C)(C)c1ccc(-c2cnn(-c3ccccc3)c2)nc1
ZINC_559,c1ccc(-n2cc(-c3nccc4ccsc34)cn2)cc1
ZINC_560,Cc1cc2ccccc2nc1-c1cnn(-c2ccccc2)c1
ZINC_561,Cc1cc2ccccc2c(-c2cnn(-c3ccccc3)c2)n1
ZINC_562,Cc1ccc2cc(-c3cnn(-c4ccccc4)c3)ncc2c1
ZINC_563,Cc1cccc2c(-c3cnn(-c4ccccc4)c3)nccc12
ZINC_564,COc1ccc(-c2cnn(-c3ccccc3)c2)c(C)c1C
ZINC_565,c1ccc(-n2cc(-c3cccc4[nH]ccc34)cn2)cc1
ZINC_566,Fc1cc(F)c(F)c(-c2cnn(-c3ccccc3)c2)c1F
ZINC_567,c1ccc(-n2cc(-c3ccc4ncccc4c3)cn2)cc1
ZINC_568,Fc1ccc(-c2cnn(-c3ccccc3)c2)c2cc[nH]c12
ZINC_569,Cc1nc2ccc(-c3cnn(-c4ccccc4)c3)cc2s1
ZINC_570,FC(F)c1ccc(-c2cnn(-c3ccccc3)c2)cc1
ZINC_571,c1ccc(-n2cc(-c3ccc(-c4ccon4)cc3)cn2)cc1
ZINC_572,c1ccc(-n2cc(-c3ccccc3-c3cnco3)cn2)cc1
ZINC_573,Fc1cc2cc[nH]c2cc1-c1cnn(-c2ccccc2)c1
ZINC_574,Fc1cc(-c2cnn(-c3ccccc3)c2)c2[nH]ccc2c1
ZINC_575,FC(F)Oc1cccc(-c2cnn(-c3ccccc3)c2)c1
ZINC_576,Fc1cc(-c2cnn(-c3ccccc3)c2)c2cc[nH]c2c1
ZINC_577,c1ccc(-n2cc(-c3ccc(C4=NCCC4)cc3)cn2)cc1
ZINC_578,CCc1cc(OC)ccc1-c1cnn(-c2ccccc2)c1
ZINC_579,Fc1cccc2ccc(-c3cnn(-c4ccccc4)c3)nc12
ZINC_580,Fc1cccc2c(-c3cnn(-c4ccccc4)c3)nccc12
ZINC_581,Fc1ccc2nc(-c3cnn(-c4ccccc4)c3)ccc2c1
ZINC_582,CC(C)(C)c1ccnc(-c2cnn(-c3ccccc3)c2)c1
ZINC_583,c1ccc(-n2cc(-c3ccc4sccc4n3)cn2)cc1
ZINC_584,c1ccc(-n2cc(-c3cc4ccsc4cn3)cn2)cc1
ZINC_585,CC(C)(C)Oc1cccc(-c2cnn(-c3ccccc3)c2)n1
ZINC_586,c1ccc(-n2cc(-c3ccc4cc[nH]c4c3)cn2)cc1
ZINC_587,Fc1ccc2ccnc(-c3cnn(-c4ccccc4)c3)c2c1
ZINC_588,CSc1cccc(-c2cnn(-c3ccccc3)c2)c1
ZINC_589,Cc1nc2cc(-c3cnn(-c4ccccc4)c3)ccc2s1
ZINC_590,CCc1cc2c(-c3cnn(-c4ccccc4)c3)nccc2o1
ZINC_591,CC(C)c1ccc(-c2cnn(-c3ccccc3)c2)nc1
ZINC_592,CC(C)Oc1cccc(-c2cnn(-c3ccccc3)c2)c1
ZINC_593,c1ccc(-n2cc(-c3ccc4occc4c3)cn2)cc1
ZINC_594,c1ccc(-n2cc(-c3ccc(-c4cnco4)cc3)cn2)cc1
ZINC_595,c1ccc(-n2cc(-c3cccc4cc[nH]c34)cn2)cc1
ZINC_596,c1ccc(-n2cc(-c3cccc4scnc34)cn2)cc1
ZINC_597,CCc1nc2cc(-c3cnn(-c4ccccc4)c3)ccc2o1
ZINC_598,Fc1cnc(-c2cnn(-c3ccccc3)c2)c2ccccc12
ZINC_599,CSc1ccc(-c2cnn(-c3ccccc3)c2)cc1
ZINC_600,c1ccc(-n2cc(-c3ccc4cnccc4c3)cn2)cc1
ZINC_601,CCSc1ccnc(-c2cnn(-c3ccccc3)c2)c1
ZINC_602,c1ccc(-n2cc(-c3ccc4scnc4c3)cn2)cc1
ZINC_603,Fc1ccc2ccc(-c3cnn(-c4ccccc4)c3)nc2c1
ZINC_604,Cc1cnc(-c2cnn(-c3ccccc3)c2)c2ccccc12
ZINC_605,Cc1cc2c(-c3cnn(-c4ccccc4)c3)nccc2s1
ZINC_606,c1ccc(-n2cc(-c3cc4ccccc4cn3)cn2)cc1
ZINC_607,COc1cc(C)c(-c2nc3c(C)ccc(F)c3cc2C)cn1
ZINC_608,COc1cc(C)c(-c2ncccc2-c2ccccc2)cn1
ZINC_609,Fc1ccc2cc(-c3cnn(-c4ccccc4)c3)ncc2c1
ZINC_610,Cc1cccc2ccnc(-c3cnn(-c4ccccc4)c3)c12
ZINC_611,Cc1ccc2c(-c3cnn(-c4ccccc4)c3)nccc2c1
ZINC_612,c1ccc(-n2cc(-c3nccc4ccccc34)cn2)cc1
ZINC_613,Fc1ccc2cnc(-c3cnn(-c4ccccc4)c3)cc2c1
ZINC_614,CC(C)c1cccc(-c2cnn(-c3ccccc3)c2)n1
ZINC_615,COc1cc(C)c(-c2ccc3cc(C)cc(C)c3n2)cn1
ZINC_616,Cc1ccc2ccnc(-c3cnn(-c4ccccc4)c3)c2c1
ZINC_617,Fc1ccc2c(-c3cnn(-c4ccccc4)c3)nccc2c1
ZINC_618,Cc1csc2ccc(-c3cnn(-c4ccccc4)c3)nc12
ZINC_619,COc1cc(C)c(-c2cc(-c3cccs3)ccn2)cn1
ZINC_620,COc1cc(C)c(-c2cc(-c3ccc(C)cc3)ccn2)cn1
ZINC_621,CC1(C)Oc2ccc(-c3cnn(-c4ccccc4)c3)cc2O1
ZINC_622,Fc1cccc2ncc(-c3cnn(-c4ccccc4)c3)cc12
ZINC_623,Cc1nc2cccc(-c3cnn(-c4ccccc4)c3)c2s1
ZINC_624,Cc1c[nH]c2cccc(-c3cnn(-c4ccccc4)c3)c12
ZINC_625,Fc1c[nH]c2cccc(-c3cnn(-c4ccccc4)c3)c12
ZINC_626,Cc1cc2[nH]ccc2cc1-c1cnn(-c2ccccc2)c1
ZINC_627,c1ccc(-n2cc(-c3ccccc3C3CC3)cn2)cc1
ZINC_628,Fc1cccc2c(-c3cnn(-c4ccccc4)c3)cncc12
ZINC_629,Cc1c(F)ccc(-c2cnn(-c3ccccc3)c2)c1F
ZINC_630,Fc1cnc2c(-c3cnn(-c4ccccc4)c3)cccc2c1
ZINC_631,Fc1ccc(-c2cnn(-c3ccccc3)c2)c2ncccc12
ZINC_632,CCOCc1ccc(-c2cnn(-c3ccccc3)c2)cc1
ZINC_633,C=Cc1ccc(F)cc1-c1cnn(-c2ccccc2)c1
ZINC_634,COc1cc2cc[nH]c2cc1-c1cnn(-c2ccccc2)c1
ZINC_635,Fc1ccc2cccnc2c1-c1cnn(-c2ccccc2)c1
ZINC_636,c1ccc(-n2cc(-c3ccccc3OC3CC3)cn2)cc1
ZINC_637,Cc1ccc2c(-c3cnn(-c4ccccc4)c3)cccc2n1
ZINC_638,COc1ccc2[nH]ccc2c1-c1cnn(-c2ccccc2)c1
ZINC_639,Fc1cc2[nH]ccc2cc1-c1cnn(-c2ccccc2)c1
ZINC_640,c1ccc(-n2cc(-c3ccc(N4CCCC4)cc3)cn2)cc1
ZINC_641,COc1cc(C)c(-c2nc(C(C)C)cnc2C(C)C)cn1
ZINC_642,COc1cc(C)c(-c2cc(C)c3ccc(C)cc3n2)cn1
ZINC_643,Fc1ccc2ncc(-c3cnn(-c4ccccc4)c3)cc2c1
ZINC_644,Cc1ccc(-c2cnn(-c3ccccc3)c2)c2ncccc12
ZINC_645,C1=Cc2cc(-c3cnn(-c4ccccc4)c3)ccc2C1
ZINC_646,Cc1cc(-c2cnn(-c3ccccc3)c2)c2ncccc2c1
ZINC_647,C1=Cc2ccc(-c3cnn(-c4ccccc4)c3)cc2C1
ZINC_648,c1ccc(-n2cc(-c3ccc4ccoc4c3)cn2)cc1
ZINC_649,Cc1nc2c(-c3cnn(-c4ccccc4)c3)cccc2s1
ZINC_650,c1ccc(-n2cc(-c3ccccc3OC3CCC3)cn2)cc1
ZINC_651,Cc1cc(F)c2[nH]ccc2c1-c1cnn(-c2ccccc2)c1
ZINC_652,Cc1ccc(-c2cnn(-c3ccccc3)c2)c2cccnc12
ZINC_653,CC(C)Oc1ccccc1-c1cnn(-c2ccccc2)c1
ZINC_654,CCOc1cccc(F)c1-c1cnn(-c2ccccc2)c1
ZINC_655,CSc1cc(F)cc(-c2cnn(-c3ccccc3)c2)c1
ZINC_656,COc1cc(-c2cnn(-c3ccccc3)c2)cc2ccoc12
ZINC_657,CC(C)(C)c1cc(-c2cnn(-c3ccccc3)c2)ccn1
ZINC_658,CSCc1cccc(-c2cnn(-c3ccccc3)c2)c1
ZINC_659,c1ccc(-n2cc(-c3ccc(OC4CC4)cc3)cn2)cc1
ZINC_660,Cc1cc(-c2cnn(-c3ccccc3)c2)cnc1OC(C)C
ZINC_661,CSc1ccc(F)cc1-c1cnn(-c2ccccc2)c1
ZINC_662,Cc1ccc(-c2cnn(-c3ccccc3)c2)c2[nH]ccc12
ZINC_663,Cc1ccnc2ccc(-c3cnn(-c4ccccc4)c3)cc12
ZINC_664,Cc1cc(-c2cnn(-c3ccccc3)c2)cc(F)c1F
ZINC_665,COc1cc(-c2cnn(-c3ccccc3)c2)c2cc[nH]c2c1
ZINC_666,CO/C=C/c1ccc(-c2cnn(-c3ccccc3)c2)cc1
ZINC_667,Cc1c(F)ccc(-c2cnn(-c3ccccc3)c2)c1C
ZINC_668,Cc1ccc(-c2cnn(-c3ccccc3)c2)c2cc[nH]c12
ZINC_669,Fc1cc(-c2cnn(-c3ccccc3)c2)cc2[nH]ccc12
ZINC_670,Cc1ccc2cccnc2c1-c1cnn(-c2ccccc2)c1
ZINC_671,Cc1cc2ccc(-c3cnn(-c4ccccc4)c3)cc2[nH]1
ZINC_672,COc1cc(C)c(-c2ncnc3ccc(C(C)C)cc23)cn1
ZINC_673,Cc1cc(-c2cnn(-c3ccccc3)c2)c2cccnc2c1
ZINC_674,Fc1ccc2c(-c3cnn(-c4ccccc4)c3)cncc2c1
ZINC_675,CC(C)(C)c1cccc(-c2cnn(-c3ccccc3)c2)n1
ZINC_676,Cc1cnc(OC(C)C)c(-c2cnn(-c3ccccc3)c2)c1
ZINC_677,c1ccc(-n2cc(-c3ccc4nscc4c3)cn2)cc1
ZINC_678,c1ccc(-n2cc(-c3cccc(N4CCCC4)c3)cn2)cc1
ZINC_679,Cc1c(-c2cnn(-c3ccccc3)c2)ccc2cc[nH]c12
ZINC_680,Cc1cc(F)c(F)cc1-c1cnn(-c2ccccc2)c1
ZINC_681,Cc1nc(OC(C)C)ccc1-c1cnn(-c2ccccc2)c1
ZINC_682,c1ccc(-n2cc(-c3cccc(OC4CCC4)c3)cn2)cc1
ZINC_683,COc1cc(-c2cnn(-c3ccccc3)c2)cc2[nH]ccc12
ZINC_684,Cc1cc2c(-c3cnn(-c4ccccc4)c3)cccc2[nH]1
ZINC_685,Fc1ccc(-c2cnn(-c3ccccc3)c2)c2ccncc12
ZINC_686,CC(C)(C)c1ccc(-c2cnn(-c3ccccc3)c2)cn1
ZINC_687,Fc1cccc2cc(-c3cnn(-c4ccccc4)c3)cnc12
ZINC_688,Fc1ccc(-c2cnn(-c3ccccc3)c2)c2cccnc12
ZINC_689,Cc1c(F)c(F)cc(-c2cnn(-c3ccccc3)c2)c1F
