ZINC_ID,standard_smiles
ZINC_690,Cc1c(F)cc(-c2cnn(-c3ccccc3)c2)cc1F
ZINC_691,Cc1ccc2cnccc2c1-c1cnn(-c2ccccc2)c1
ZINC_692,Cc1ccc2ccc(-c3cnn(-c4ccccc4)c3)cc2n1
ZINC_693,Cc1ccc2nccc(-c3cnn(-c4ccccc4)c3)c2c1
ZINC_694,Cc1c(-c2cnn(-c3ccccc3)c2)ccc2cccnc12
ZINC_695,CCOc1cc(-c2cnn(-c3ccccc3)c2)ccc1F
ZINC_696,Cc1cccc2c(-c3cnn(-c4ccccc4)c3)ccnc12
ZINC_697,Fc1cc(-c2cnn(-c3ccccc3)c2)c2ncccc2c1
ZINC_698,CC(C)c1ccc(-c2cnn(-c3ccccc3)c2)cn1
ZINC_699,Cc1cc(-c2cnn(-c3ccccc3)c2)cc2cccnc12
ZINC_700,Cc1cc2ncccc2cc1-c1cnn(-c2ccccc2)c1
ZINC_701,CCOc1cc(F)cc(-c2cnn(-c3ccccc3)c2)c1
ZINC_702,Cc1cc(N(C)C)cc(C)c1-c1cnn(-c2ccccc2)c1
ZINC_703,Fc1cc2ccncc2cc1-c1cnn(-c2ccccc2)c1
ZINC_704,c1ccc(-n2cc(-c3ccc4csnc4c3)cn2)cc1
ZINC_705,C1=Cc2cccc(-c3cnn(-c4ccccc4)c3)c2C1
ZINC_706,Fc1cccc2c(-c3cnn(-c4ccccc4)c3)ccnc12
ZINC_707,c1ccc(-n2cc(-c3cccc4ncsc34)cn2)cc1
ZINC_708,Fc1cnc2cc(-c3cnn(-c4ccccc4)c3)ccc2c1
ZINC_709,c1ccc(-n2cc(-c3ccc4cnsc4c3)cn2)cc1
ZINC_710,c1ccc(-n2cc(-c3cccc4occc34)cn2)cc1
ZINC_711,Cc1cc(-c2cnn(-c3ccccc3)c2)c2cc[nH]c2c1
ZINC_712,COc1cc(C)c(-c2cc(C3CCCCC3)nc(C)n2)cn1
ZINC_713,COc1cc(C)c(-c2cc(C(C)C)nc(C(C)(C)C)n2)cn1
ZINC_714,COc1cc(C)c(-c2cc(C(C)(C)C)nc(C(C)C)n2)cn1
ZINC_715,Cc1c[nH]c2cc(-c3cnn(-c4ccccc4)c3)ccc12
ZINC_716,COc1cc(C)c(-c2cc(C(C)C)nc(C(C)C)n2)cn1
ZINC_717,Fc1ccc2nccc(-c3cnn(-c4ccccc4)c3)c2c1
ZINC_718,Cc1c[nH]c2c(-c3cnn(-c4ccccc4)c3)cccc12
ZINC_719,CC(C)(C)Oc1ccc(-c2cnn(-c3ccccc3)c2)nc1
ZINC_720,Fc1cnc2ccc(-c3cnn(-c4ccccc4)c3)cc2c1
ZINC_721,c1ccc(-n2cc(-c3ccc(-c4ncco4)cc3)cn2)cc1
ZINC_722,Cc1cc(F)c(-c2cnn(-c3ccccc3)c2)cc1F
ZINC_723,Cc1cc(-c2cnn(-c3ccccc3)c2)c2ccccc2n1
ZINC_724,Cc1ccnc2cc(-c3cnn(-c4ccccc4)c3)ccc12
ZINC_725,Cc1cncc2c(-c3cnn(-c4ccccc4)c3)cccc12
ZINC_726,Cc1c(-c2cnn(-c3ccccc3)c2)ccc(F)c1F
ZINC_727,COc1ccc(-c2cnn(-c3ccccc3)c2)c2cc[nH]c12
ZINC_728,Fc1cccc2ccnc(-c3cnn(-c4ccccc4)c3)c12
ZINC_729,Cn1ccc2cc(-c3cnn(-c4ccccc4)c3)ccc21
ZINC_730,CSc1ccc(-c2cnn(-c3ccccc3)c2)c(F)c1
ZINC_731,Cc1cc2cc[nH]c2cc1-c1cnn(-c2ccccc2)c1
ZINC_732,CCOc1ccc(-c2cnn(-c3ccccc3)c2)c(C)c1
ZINC_733,Cc1cc2cc(-c3cnn(-c4ccccc4)c3)ccc2[nH]1
ZINC_734,c1ccc(-n2cc(-c3ccc(OC4CCC4)cc3)cn2)cc1
ZINC_735,Cc1[nH]c2ncc(-c3cnn(-c4ccccc4)c3)cc2c1C
ZINC_736,CC(C)Oc1cc(F)ccc1-c1cnn(-c2ccccc2)c1
ZINC_737,CSc1ccc(-c2cnn(-c3ccccc3)c2)cc1F
ZINC_738,Sc1cc(S)cc(-c2cnn(-c3ccccc3)c2)c1
ZINC_739,CC(C)Sc1ccc(-c2cnn(-c3ccccc3)c2)cn1
ZINC_740,CCOc1ccc(C)c(-c2cnn(-c3ccccc3)c2)c1
ZINC_741,Cc1ccc2c(-c3cnn(-c4ccccc4)c3)ccnc2c1
ZINC_742,COc1cc(C)c(C)cc1-c1cnn(-c2ccccc2)c1
ZINC_743,c1ccc(-n2cc(-c3cnc4sccc4c3)cn2)cc1
ZINC_744,C=Cc1cc(F)cc(-c2cnn(-c3ccccc3)c2)c1
ZINC_745,Cc1cc2cc(-c3cnn(-c4ccccc4)c3)ccc2cn1
ZINC_746,COCc1cc(C)c(-c2cnn(-c3ccccc3)c2)c(C)c1
ZINC_747,Fc1cc(-c2cnn(-c3ccccc3)c2)cc2ccoc12
ZINC_748,Cc1cnc2cc(-c3cnn(-c4ccccc4)c3)ccc2c1
ZINC_749,CCOc1ccc(F)cc1-c1cnn(-c2ccccc2)c1
ZINC_750,CSc1cccc(-c2cnn(-c3ccccc3)c2)c1F
ZINC_751,Cc1ncc(-c2cnn(-c3ccccc3)c2)c2ccccc12
ZINC_752,Nc1ccc2cc(-c3cnn(-c4ccccc4)c3)ccc2c1
ZINC_753,CC(C)(C)Oc1ccnc(-c2cnn(-c3ccccc3)c2)c1
ZINC_754,Cc1ncc2ccccc2c1-c1cnn(-c2ccccc2)c1
ZINC_755,CCOc1ccc(C)cc1-c1cnn(-c2ccccc2)c1
ZINC_756,Cc1cc(-c2cnn(-c3ccccc3)c2)cc2cc[nH]c12
ZINC_757,Cc1c(-c2cnn(-c3ccccc3)c2)cncc1C1CC1
ZINC_758,CCCOc1ccc(F)cc1-c1cnn(-c2ccccc2)c1
ZINC_759,CCOc1cc(F)ccc1-c1cnn(-c2ccccc2)c1
ZINC_760,CC(C)Oc1c(F)cccc1-c1cnn(-c2ccccc2)c1
ZINC_761,CC(C)Oc1cccc(-c2cnn(-c3ccccc3)c2)c1F
ZINC_762,C=Cc1cc(F)ccc1-c1cnn(-c2ccccc2)c1
ZINC_763,CSc1c(F)cccc1-c1cnn(-c2ccccc2)c1
ZINC_764,COc1ccc(-c2cnn(-c3ccccc3)c2)cc1SC
ZINC_765,CCOc1c(F)cccc1-c1cnn(-c2ccccc2)c1
ZINC_766,Cc1cc(OC(C)C)ncc1-c1cnn(-c2ccccc2)c1
ZINC_767,CC(C)Oc1cc(-c2cnn(-c3ccccc3)c2)ccc1F
ZINC_768,Cc1cc(-c2cnn(-c3ccccc3)c2)cc2[nH]ccc12
ZINC_769,CCOc1ccc(-c2cnn(-c3ccccc3)c2)cc1F
ZINC_770,CCOc1cc(C)ccc1-c1cnn(-c2ccccc2)c1
ZINC_771,Fc1cc2cnccc2cc1-c1cnn(-c2ccccc2)c1
ZINC_772,COc1c(C)cc(C)cc1-c1cnn(-c2ccccc2)c1
ZINC_773,CCCOc1cc(F)ccc1-c1cnn(-c2ccccc2)c1
ZINC_774,c1ccc(-n2cc(-c3cccc(C4=NCCC4)c3)cn2)cc1
ZINC_775,CSc1cc(-c2cnn(-c3ccccc3)c2)ccc1F
ZINC_776,C=COc1ccc(-c2cnn(-c3ccccc3)c2)cc1
ZINC_777,CCOc1ccc(-c2cnn(-c3ccccc3)c2)c(F)c1
ZINC_778,Cc1c(F)ccc(F)c1-c1cnn(-c2ccccc2)c1
ZINC_779,Cc1ccc2ncc(-c3cnn(-c4ccccc4)c3)cc2c1
ZINC_780,COc1cc(C)c(-c2ccc(CC(F)(F)F)cc2)cn1
ZINC_781,COc1cc(C)c(-c2cc(OC(C)C)ccc2C)cn1
ZINC_782,COc1cc(C)c(-c2ccnc(Oc3ccccc3)c2)cn1
ZINC_783,COc1cc(C)c(-c2cccnc2Oc2ccccc2)cn1
ZINC_784,COc1cc(C)c(-c2cc(-c3ccccc3)cnc2F)cn1
ZINC_785,COc1cc(C)c(-c2cc(F)c(OC(C)C)c(F)c2)cn1
ZINC_786,COc1cc(C)c(-c2cccc3c(OC)cccc23)cn1
ZINC_787,CCCOc1c(F)cc(-c2cnc(OC)cc2C)cc1F
ZINC_788,CCCn1nc(C)cc1-c1nc(C)cc2ccccc12
ZINC_789,CCCn1nc(C)cc1-c1ccc2cc(F)cc(F)c2n1
ZINC_790,CCCn1nc(C)cc1-c1nc(C)cc(-c2ccccc2)n1
ZINC_791,CCCn1nc(C)cc1-c1cc(C)c2ccc(OC)cc2n1
ZINC_792,CCCn1nc(C)cc1-c1ccc2cc(C)ccc2n1
ZINC_793,CCCn1nc(C)cc1-c1ccc2cccc(C)c2n1
ZINC_794,COc1cc(C)c(-c2c(C)c(C)cc(C)c2C)cn1
ZINC_795,COc1cc(C)c(-c2c(F)cccc2C(F)(F)F)cn1
ZINC_796,CCCn1nc(C)cc1-c1cc(-c2ccccc2)nc(C)n1
ZINC_797,COc1cc(C)c(-c2cnc3[nH]cc(C(C)C)c3c2)cn1
ZINC_798,CCCn1nc(C)cc1-c1cc(C)c2cccc(C)c2n1
ZINC_799,COc1cc(C)c(-c2ccc3ccccc3c2OC)cn1
ZINC_800,COc1cc(C)c(-c2ccc(C(F)(F)F)c(C)c2)cn1
ZINC_801,COc1cc(C)c(-c2cncc(-c3ccccc3)c2)cn1
ZINC_802,COc1cc(C)c(-c2ccc(C(F)(F)F)c(F)c2)cn1
ZINC_803,COc1cc(C)c(-c2ccccc2CN2CCCCC2)cn1
ZINC_804,COc1cc(C)c(-c2cc(C(F)(F)F)ccc2C)cn1
ZINC_805,COc1ccc(-c2cnc(OC)cc2C)c(C(F)(F)F)c1
ZINC_806,CCCn1nc(C)cc1-c1nc2ccc(OC)cc2cc1C
ZINC_807,CCCn1nc(C)cc1-c1ccc2scc(C)c2n1
ZINC_808,CCCn1nc(C)cc1-c1nccc2c(C)cccc12
ZINC_809,COc1cc(C)c(-c2ccc(C)cc2C(F)(F)F)cn1
ZINC_810,CCCn1nc(C)cc1-c1ncc(C)c2ccccc12
ZINC_811,COc1cc(C)c(-c2cccc(F)c2C(F)(F)F)cn1
ZINC_812,CCCn1nc(C)cc1-c1ncccc1-c1ccccc1
ZINC_813,CCCn1nc(C)cc1-c1cc(C)c2cc(OC)ccc2n1
ZINC_814,CCCn1nc(C)cc1-c1ccc(-c2ccccc2)cn1
ZINC_815,CCSc1ccc(-c2cnc(OC)cc2C)cc1
ZINC_816,COc1cc(C)c(-c2ccc(C(C)(F)F)cc2)cn1
ZINC_817,CCCn1nc(C)cc1-c1cc(C)c2ccccc2n1
ZINC_818,CCCn1nc(C)cc1-c1cc(C)nc(-c2ccccc2)n1
ZINC_819,CCCn1nc(C)cc1-c1nccc2ccc(C)cc12
ZINC_820,CCCn1nc(C)cc1-c1cc(-c2cccs2)ccn1
ZINC_821,COc1cc(C)c(-c2cncc(-c3ccc(F)cc3)c2)cn1
ZINC_822,COc1cc(C)c(-c2cccc3c2CC(C)=C3)cn1
ZINC_823,COc1cc(-c2cnc(OC)cc2C)cc(C(F)(F)F)c1
ZINC_824,CCCCOc1cc(F)ccc1-c1cnc(OC)cc1C
ZINC_825,COc1cc(C)c(-c2ccc3cc(F)ccc3c2)cn1
ZINC_826,CCCn1nc(C)cc1-c1cc(-c2ccccc2)ccn1
ZINC_827,COc1cc(C)c(-c2ccc3sccc3c2)cn1
ZINC_828,COc1cc(C)c(-c2cc(C)ccc2C(F)(F)F)cn1
ZINC_829,COc1cc(C)c(-c2ccc(C)c(C(F)(F)F)c2)cn1
ZINC_830,CCCn1nc(C)cc1-c1nc2ccccc2cc1C
ZINC_831,CCCn1nc(C)cc1-c1nccc2cc(C)ccc12
ZINC_832,COc1cc(C)c(-c2ccc3ccsc3c2)cn1
ZINC_833,CCCn1nc(C)cc1-c1nccc2sc(C)cc12
ZINC_834,CCCn1nc(C)cc1-c1cc2ccc(C)cc2cn1
ZINC_835,COc1cc(C)c(-c2cccc(C(F)(F)F)c2C)cn1
ZINC_836,COc1cc(C)c(-c2cccc(C)c2C(F)(F)F)cn1
ZINC_837,COc1cc(C)c(-c2cc(C)cc(C(F)(F)F)c2)cn1
ZINC_838,COc1cc(C)c(-c2ccc(OC(F)(F)F)cc2C)cn1
ZINC_839,COc1cc(C)c(-c2ccc(C(F)(F)F)cc2OC)cn1
ZINC_840,CCCn1nc(C)cc1-c1ccc(-c2cccc(C)c2)nn1
ZINC_841,CCCn1nc(C)cc1-c1ncnc2ccc(C(C)C)cc12
ZINC_842,CCCn1nc(C)cc1-c1ccc2[nH]c(C3CC3)cc2n1
ZINC_843,CCCn1nc(C)cc1-c1nc(C(C)C)cnc1C(C)C
ZINC_844,CCCn1nc(C)cc1-c1cc(C2CCCCC2)nc(C)n1
ZINC_845,CCCn1nc(C)cc1-c1cc(C)c2ccc(C)cc2n1
ZINC_846,CCCn1nc(C)cc1-c1ccc(-c2ccccc2C)nn1
ZINC_847,CCCn1nc(C)cc1-c1ccc(-c2ccc(C)cc2)nn1
ZINC_848,CCCn1nc(C)cc1-c1cccnc1Oc1ccccc1
ZINC_849,CCCn1nc(C)cc1-c1c(F)cccc1C(F)(F)F
ZINC_850,CCCn1nc(C)cc1-c1cc(F)c(OC(C)C)c(F)c1
ZINC_851,CCCn1nc(C)cc1-c1cccc(C(F)(F)F)c1F
ZINC_852,CCCn1nc(C)cc1-c1ccc2cc(C)cc(C)c2n1
ZINC_853,CCCn1nc(C)cc1-c1ccc(F)cc1C(F)(F)F
ZINC_854,CCCn1nc(C)cc1-c1ccc2nc(C)sc2c1
ZINC_855,CCCn1nc(C)cc1-c1cc(-c2ccccc2)cnc1F
ZINC_856,CCCn1nc(C)cc1-c1ccc(OC)cc1C(F)(F)F
ZINC_857,CCCn1nc(C)cc1-c1cccc2ccsc12
ZINC_858,CCCn1nc(C)cc1-c1cnc2[nH]cc(C(C)C)c2c1
ZINC_859,CCCn1nc(C)cc1-c1cccc(OC(C)C)c1
ZINC_860,CCCn1nc(C)cc1-c1ccnc(Oc2ccccc2)c1
ZINC_861,CCCn1nc(C)cc1-c1ccc(OC)c(C(F)(F)F)c1
ZINC_862,CCCn1nc(C)cc1-c1ccc2cc(OC)ccc2c1
ZINC_863,CCCn1nc(C)cc1-c1ccc(CC(F)(F)F)cc1
ZINC_864,CCCn1nc(C)cc1-c1cccc(OC(F)(F)F)c1
ZINC_865,CCCn1nc(C)cc1-c1ccc(C(F)(F)F)cc1F
ZINC_866,CCCn1nc(C)cc1-c1ccc2ccccc2c1
ZINC_867,CCCn1nc(C)cc1-c1ccc(CN2CCCCC2)cc1
ZINC_868,CCCn1nc(C)cc1-c1cccc(-n2cccc2)c1
ZINC_869,CCCn1nc(C)cc1-c1ccc(C(C)(F)F)cc1
ZINC_870,CCCn1nc(C)cc1-c1ccccc1OC(F)(F)F
ZINC_871,CCCn1nc(C)cc1-c1cc(F)ccc1C(F)(F)F
ZINC_872,CCCn1nc(C)cc1-c1cc(C(F)(F)F)ccc1F
ZINC_873,CCCn1nc(C)cc1-c1cc(OC(C)C)ccc1C
ZINC_874,CCCn1nc(C)cc1-c1ccccc1C(F)F
ZINC_875,CCCn1nc(C)cc1-c1ccc(C(F)F)cc1
ZINC_876,CCCn1nc(C)cc1-c1c(C)ccc2[nH]ccc12
ZINC_877,CCCn1nc(C)cc1-c1cccc(C(F)(F)F)c1
ZINC_878,CCCn1nc(C)cc1-c1cc(F)cc(C(F)(F)F)c1
ZINC_879,CCCn1nc(C)cc1-c1ccc(OC(C)(C)C)cc1
ZINC_880,CCCn1nc(C)cc1-c1ccc(OC(C)C)cc1
ZINC_881,CCCn1nc(C)cc1-c1cccc(F)c1C(F)(F)F
ZINC_882,CCCn1nc(C)cc1-c1cccc2c(OC)cccc12
ZINC_883,CCCn1nc(C)cc1-c1ccc(C2=CCOCC2)cc1
ZINC_884,CCCn1nc(C)cc1-c1ccc(C(F)(F)F)c(F)c1
ZINC_885,CCCn1nc(C)cc1-c1ccc(F)c(C(F)(F)F)c1
ZINC_886,CCCn1nc(C)cc1-c1ccc2[nH]cc(C)c2c1
ZINC_887,CCCn1nc(C)cc1-c1ccc(OC(F)(F)F)cc1
ZINC_888,CCCOc1c(F)cc(-c2cc(C)nn2CCC)cc1F
ZINC_889,CCCn1nc(C)cc1-c1ccc(-c2ccccn2)cc1
ZINC_890,CCCn1nc(C)cc1-c1ccc(SCC)cc1
ZINC_891,CCCn1nc(C)cc1-c1ccccc1CN1CCCCC1
ZINC_892,CCCn1nc(C)cc1-c1cc(C)nc2ccccc12
ZINC_893,CCCn1nc(C)cc1-c1ccc(OC(C)C)c(F)c1
ZINC_894,CCCn1nc(C)cc1-c1ccc(-c2cccnc2)cc1
ZINC_895,CCCn1nc(C)cc1-c1c(C)ccc2cccnc12
ZINC_896,CCCn1nc(C)cc1-c1ccc(Oc2ccccc2)nc1
ZINC_897,CCCn1nc(C)cc1-c1ccc2cc(C)[nH]c2c1
ZINC_898,CCCn1nc(C)cc1-c1cccc(N2CCCC[C@@H]2C)n1
ZINC_899,CCCn1nc(C)cc1-c1cccc(N2CCCC[C@H]2C)n1
ZINC_900,CCCn1nc(C)cc1-c1ccc(OC)c2ccccc12
ZINC_901,CCCn1nc(C)cc1-c1ccc(F)c(OC(F)F)c1
ZINC_902,CCCn1nc(C)cc1-c1ccnc(-c2ccccc2)c1
ZINC_903,CCCn1nc(C)cc1-c1ccc(OC(F)(F)F)cc1C
ZINC_904,CCCn1nc(C)cc1-c1c(F)cc2ncccc2c1F
ZINC_905,CCCn1nc(C)cc1-c1ccc(-c2ccc(C)s2)nn1
ZINC_906,CCCn1nc(C)cc1-c1nc(C(C)CC)nc2[nH]ccc12
ZINC_907,CCCn1nc(C)cc1-c1nc(C(C)CC)nc2[nH]ccc12
ZINC_908,CCCn1nc(C)cc1-c1ccc2sc(C)nc2c1
ZINC_909,CCCn1nc(C)cc1-c1ccc(SC)c(F)c1
ZINC_910,CCCn1nc(C)cc1-c1ccc2[nH]c(C)c(C)c2c1
ZINC_911,CCCn1nc(C)cc1-c1cc(C)ccc1OC(F)(F)F
ZINC_912,CCCn1nc(C)cc1-c1ccnc2ccc(C)cc12
ZINC_913,CCCn1nc(C)cc1-c1cc(C(F)(F)F)ccc1OC
ZINC_914,CCCn1nc(C)cc1-c1c(F)cccc1OC(F)F
ZINC_915,CCCn1nc(C)cc1-c1cccc2cncc(C)c12
ZINC_916,CCCn1nc(C)cc1-c1cc(C(C)C)nc(C(C)C)n1
ZINC_917,CCCn1nc(C)cc1-c1cc(C)cc2cccnc12
ZINC_918,CCCOc1ccc(-c2cc(C)nn2CCC)cc1
ZINC_919,CCCn1nc(C)cc1-c1cccc(CSC)c1
ZINC_920,CCCn1nc(C)cc1-c1ccncc1-c1ccccc1
ZINC_921,CCCn1nc(C)cc1-c1cccc2sc(C)nc12
ZINC_922,CCCn1nc(C)cc1-c1cccc2c(C)c[nH]c12
ZINC_923,CCCn1nc(C)cc1-c1ccc2nccc(C)c2c1
ZINC_924,CCCn1nc(C)cc1-c1ccc2ccccc2c1OC
ZINC_925,CCCn1nc(C)cc1-c1ccc(OC(F)F)cc1F
ZINC_926,CCCn1nc(C)cc1-c1cccc(N2CCCCC2)c1
ZINC_927,CCCn1nc(C)cc1-c1cc2[nH]ccc2cc1C
ZINC_928,CCCn1nc(C)cc1-c1cc(F)ccc1OC(C)C
ZINC_929,CCCn1nc(C)cc1-c1cccc(-c2ccccc2)n1
ZINC_930,CCCn1nc(C)cc1-c1ccc(-c2ccccc2)nc1
ZINC_931,CCCn1nc(C)cc1-c1ccc(OC(F)F)c(F)c1
ZINC_932,CCCn1nc(C)cc1-c1ccc(F)c2ccoc12
ZINC_933,CCCn1nc(C)cc1-c1cncc(-c2ccccc2)c1
ZINC_934,CCCn1nc(C)cc1-c1cccc2c1CC(C)=C2
ZINC_935,CCCn1nc(C)cc1-c1ccc2[nH]c(=S)sc2c1
ZINC_936,CCCn1nc(C)cc1-c1cc(C)nc(-c2ccsc2)n1
ZINC_937,CCCn1nc(C)cc1-c1ccc2[nH]c(C)cc2c1
ZINC_938,CCCn1nc(C)cc1-c1cc(C)nc2c(OC)cccc12
ZINC_939,CCCn1nc(C)cc1-c1ccnc2[nH]c(C3CC3)cc12
ZINC_940,CCCn1nc(C)cc1-c1ccc2ccc(C)nc2c1
ZINC_941,CCCn1nc(C)cc1-c1cccc(OC2CCC2)c1
ZINC_942,CCCn1nc(C)cc1-c1cc2cccnc2cc1C
ZINC_943,CCCn1nc(C)cc1-c1ccccc1OC1CCC1
ZINC_944,CCCn1nc(C)cc1-c1ccc(C)c2cccnc12
ZINC_945,CCCn1nc(C)cc1-c1c(OC)cccc1C(F)(F)F
ZINC_946,CCCn1nc(C)cc1-c1cc(C)cc2ncccc12
ZINC_947,CCCn1nc(C)cc1-c1cccnc1-c1ccccc1
ZINC_948,CCCn1nc(C)cc1-c1ccc2cccnc2c1C
ZINC_949,CCCn1nc(C)cc1-c1cncc(-c2ccc(F)cc2)c1
ZINC_950,CCCn1nc(C)cc1-c1ccccc1C(C)(F)F
ZINC_951,CCCn1nc(C)cc1-c1cc(OC)cc(C(F)(F)F)c1
ZINC_952,CCCn1nc(C)cc1-c1cccc(CN2CCCCC2)c1
ZINC_953,CCCn1nc(C)cc1-c1ccc(F)cc1OC(F)F
ZINC_954,CCCn1nc(C)cc1-c1cc2cc[nH]c2cc1C
ZINC_955,CCCn1nc(C)cc1-c1c(C)ccc2cnccc12
ZINC_956,CCCn1nc(C)cc1-c1cccc2[nH]cc(C)c12
ZINC_957,CCCOc1ccc(-c2cc(C)nn2CCC)cc1F
ZINC_958,CCCn1nc(C)cc1-c1cccc(C(F)F)c1
ZINC_959,CCCn1nc(C)cc1-c1c(OC)ccc2ccccc12
ZINC_960,CCCn1nc(C)cc1-c1ccccc1-c1ccccn1
ZINC_961,CCCn1nc(C)cc1-c1c(C)cc(C)c(F)c1C
ZINC_962,CCCn1nc(C)cc1-c1cccc(-c2ccccn2)c1
ZINC_963,CCCn1nc(C)cc1-c1nccc2c3c([nH]c12)CCCC3
ZINC_964,CCCn1nc(C)cc1-c1cc(C)nc(-c2cccs2)n1
ZINC_965,CCCn1nc(C)cc1-c1ccc2sc(=S)[nH]c2c1
ZINC_966,CCCn1nc(C)cc1-c1ccc2sccc2c1
ZINC_967,CCCn1nc(C)cc1-c1cc(F)cc(N2CCCC2)c1
ZINC_968,CCCn1nc(C)cc1-c1ccc2ccsc2c1
ZINC_969,CCCn1nc(C)cc1-c1ccc2oc(C3CC3)nc2c1
ZINC_970,CCCn1nc(C)cc1-c1ccc(N(CC)CC)cc1
ZINC_971,CCCn1nc(C)cc1-c1cncc2ccc(C)cc12
ZINC_972,CCCn1nc(C)cc1-c1ccc(C(F)(F)F)cc1OC
ZINC_973,CCCn1nc(C)cc1-c1ccccc1OC(C)C
ZINC_974,CCCn1nc(C)cc1-c1cccc2sccc12
ZINC_975,CCCn1nc(C)cc1-c1ccc(OCC(F)(F)F)cc1
ZINC_976,CCCn1nc(C)cc1-c1c(C)cc(F)c2[nH]ccc12
ZINC_977,CCCn1nc(C)cc1-c1ccc(OC2CCC2)cc1
ZINC_978,CCCn1nc(C)cc1-c1ccc(C)c2c(C)ccnc12
ZINC_979,CCCn1nc(C)cc1-c1ccc(-c2ccnc(C)n2)cc1
ZINC_980,CCCn1nc(C)cc1-c1cccc2nc(C)ccc12
ZINC_981,CCCn1nc(C)cc1-c1ccc2nc(C)ccc2c1
ZINC_982,CCCn1nc(C)cc1-c1ccc(C(F)(F)F)cc1
ZINC_983,CCCn1nc(C)cc1-c1nccc2cccc(C)c12
ZINC_984,CCCn1nc(C)cc1-c1ccc(C)c2cc[nH]c12
ZINC_985,CCCn1nc(C)cc1-c1ccc2c(C)ccnc2c1
ZINC_986,CCCn1nc(C)cc1-c1ccc(OC)c2nc(C)ccc12
ZINC_987,CCCn1nc(C)cc1-c1ccc(-c2ccncc2)cc1
ZINC_988,CCCn1nc(C)cc1-c1cccc2[nH]c(C)cc12
ZINC_989,CCCn1nc(C)cc1-c1ccc(OC(C)C)cc1F
ZINC_990,CCCn1nc(C)cc1-c1ccc(C)c2ncccc12
ZINC_991,CCCn1nc(C)cc1-c1cc(C)cc2[nH]ccc12
ZINC_992,CCCn1nc(C)cc1-c1ccc2c(C)c[nH]c2c1
ZINC_993,CCCn1nc(C)cc1-c1ccc(SC)cc1F
ZINC_994,CCCn1nc(C)cc1-c1ccc(C(F)(F)F)c(OC)c1
ZINC_995,CCCn1nc(C)cc1-c1ccc2c(c1)[nH]c1ccncc12
ZINC_996,CCCOc1ccc(F)cc1-c1cc(C)nn1CCC
ZINC_997,CCCCOc1ccccc1-c1cc(C)nn1CCC
ZINC_998,CCCn1nc(C)cc1-c1cc(C)c2nc(C)ccc2c1
ZINC_999,CCCn1nc(C)cc1-c1cc(F)cc(C(F)F)c1
